iter	RMSE
0	25531.11078
1	24802.61134
2	24086.47947
3	23399.64669
4	22730.22083
5	22077.74818
6	21448.59006
7	20840.35255
8	20247.88087
9	19673.81058
10	19116.67889
11	18578.93874
12	18056.57745
13	17551.09095
14	17063.72247
15	16588.84076
16	16129.28239
17	15683.52218
18	15248.86218
19	14830.2944
20	14421.90427
21	14030.35387
22	13644.80226
23	13277.89354
24	12921.32222
25	12578.93031
26	12246.28856
27	11920.26153
28	11609.27341
29	11308.62891
30	11020.09089
31	10736.28955
32	10461.09363
33	10195.2561
34	9935.407768
35	9683.986835
36	9441.747105
37	9208.655755
38	8983.962167
39	8762.536632
40	8548.690177
41	8346.721654
42	8151.620833
43	7962.921659
44	7780.689079
45	7602.617501
46	7434.163993
47	7267.34089
48	7106.011497
49	6948.905524
50	6800.383978
51	6653.658168
52	6512.949965
53	6376.88238
54	6249.218834
55	6123.427074
56	5999.634983
57	5883.393362
58	5772.938183
59	5664.211218
60	5559.504102
61	5460.475968
62	5364.733625
63	5269.190077
64	5176.467663
65	5094.843285
66	5012.278579
67	4932.669504
68	4854.661195
69	4779.290998
70	4706.24179
71	4637.977
72	4572.938026
73	4510.35896
74	4447.660799
75	4390.862965
76	4332.189079
77	4275.458789
78	4222.881378
79	4171.772342
80	4122.277312
81	4075.689837
82	4031.992075
83	3987.901767
84	3948.352235
85	3908.219158
86	3871.159558
87	3835.886168
88	3800.707508
89	3764.888386
90	3728.925226
91	3697.156328
92	3663.840219
93	3634.201778
94	3607.879158
95	3580.622986
96	3553.340728
97	3528.016547
98	3504.423266
99	3480.352976
100	3458.992401
101	3437.313113
102	3417.007378
103	3394.136522
104	3374.417533
105	3355.11171
106	3337.558733
107	3319.402283
108	3303.623563
109	3287.893416
110	3270.404485
111	3254.647791
112	3238.190383
113	3221.675684
114	3207.597838
115	3192.960089
116	3176.872708
117	3163.288581
118	3151.017559
119	3138.674185
120	3127.816179
121	3116.934704
122	3106.133361
123	3094.278453
124	3084.484897
125	3074.541925
126	3063.791053
127	3055.113106
128	3047.138421
129	3036.65094
130	3025.250109
131	3016.442333
132	3006.728241
133	3000.061479
134	2992.626132
135	2984.900495
136	2977.028402
137	2970.543007
138	2962.996806
139	2955.817254
140	2948.054974
141	2940.824601
142	2934.787341
143	2929.051339
144	2921.640913
145	2914.425682
146	2907.777799
147	2902.141743
148	2896.110741
149	2889.817778
150	2884.50644
151	2878.037334
152	2873.383559
153	2869.12044
154	2863.265728
155	2857.909161
156	2851.917987
157	2847.237265
158	2840.169538
159	2835.466915
160	2832.040567
161	2827.564426
162	2822.478251
163	2817.139702
164	2812.657399
165	2808.299336
166	2803.498015
167	2798.5089
168	2794.483615
169	2789.802409
170	2783.345741
171	2777.720983
172	2771.77623
173	2765.677166
174	2760.711061
175	2754.050553
176	2748.370451
177	2743.463371
178	2739.517878
179	2734.64264
180	2731.778426
181	2726.356305
182	2721.750962
183	2718.40008
184	2715.710343
185	2711.201347
186	2706.711641
187	2702.445635
188	2699.09221
189	2695.132061
190	2692.202973
191	2688.853419
192	2683.902746
193	2681.56812
194	2677.866531
195	2673.331595
196	2670.132424
197	2665.799537
198	2662.721661
199	2659.672128
200	2656.227803
201	2652.060636
202	2649.314161
203	2643.809994
204	2640.28099
205	2635.60301
206	2632.345868
207	2628.348444
208	2625.807951
209	2622.797645
210	2619.108932
211	2615.885316
212	2612.673863
213	2609.698997
214	2605.669718
215	2602.126491
216	2599.006091
217	2595.558575
218	2590.721181
219	2587.201023
220	2584.67037
221	2581.865597
222	2579.640094
223	2577.11221
224	2571.778094
225	2568.678203
226	2565.435894
227	2561.65298
228	2557.013508
229	2552.190024
230	2549.648625
231	2546.589696
232	2544.793999
233	2541.972628
234	2539.846692
235	2537.615055
236	2534.834913
237	2531.943047
238	2528.396685
239	2526.837688
240	2524.131034
241	2521.347972
242	2518.362347
243	2515.686764
244	2513.162029
245	2510.676403
246	2507.693195
247	2504.442331
248	2501.008236
249	2498.179121
250	2494.812055
251	2492.734596
252	2489.951723
253	2487.436529
254	2485.090345
255	2482.778395
256	2480.251448
257	2477.39274
258	2475.194011
259	2472.260673
260	2469.840959
261	2467.457242
262	2465.246119
263	2462.589229
264	2460.54737
265	2457.665463
266	2454.937264
267	2451.728118
268	2448.592446
269	2446.978269
270	2445.146496
271	2442.955872
272	2440.456088
273	2438.315794
274	2435.854591
275	2433.756032
276	2431.867531
277	2429.259466
278	2427.224281
279	2425.348834
280	2422.933879
281	2421.055257
282	2418.789267
283	2416.963666
284	2415.526583
285	2412.877144
286	2411.132457
287	2408.333585
288	2405.835102
289	2403.088914
290	2401.038846
291	2398.236855
292	2396.746634
293	2394.295463
294	2393.008236
295	2391.272862
296	2389.663924
297	2386.690818
298	2385.166592
299	2382.668375
300	2381.08059
301	2378.945938
302	2376.309598
303	2373.96915
304	2371.438931
305	2369.259399
306	2367.897518
307	2365.641666
308	2363.365117
309	2360.798027
310	2359.299779
311	2357.234127
312	2355.384061
313	2353.739581
314	2351.557114
315	2349.944807
316	2347.797909
