iter	RMSE
488	2068.229929
489	2066.935255
490	2066.037102
491	2065.242991
492	2064.154591
493	2063.098637
494	2061.898356
495	2060.559435
496	2059.552185
497	2058.466647
498	2057.548733
499	2056.755053
500	2056.077045
501	2055.25414
502	2054.200222
503	2053.350988
504	2052.362471
505	2051.437643
506	2050.153253
507	2049.081562
508	2048.024228
509	2046.91733
510	2045.700664
511	2044.601123
512	2043.937475
513	2043.008335
514	2041.919482
515	2041.282665
516	2040.385384
517	2039.634661
518	2039.001706
519	2038.148635
520	2036.90894
521	2036.284611
522	2035.555822
523	2034.916025
524	2034.317496
525	2033.50659
526	2032.54277
527	2031.603754
528	2030.707843
529	2029.656759
530	2028.768014
531	2027.935628
532	2026.93674
533	2025.824195
534	2024.643908
535	2023.90614
536	2023.317585
537	2021.812388
538	2020.549847
539	2019.507884
540	2018.952875
541	2018.691407
542	2017.904443
543	2016.945417
544	2016.364244
545	2015.578094
546	2014.678726
547	2013.59893
548	2012.914538
549	2012.099458
550	2011.313563
551	2010.588175
552	2009.959205
553	2008.895621
554	2007.841396
555	2007.162894
556	2006.500285
557	2005.709782
558	2004.893055
559	2004.257128
560	2003.431568
561	2002.719154
562	2001.934932
563	2001.020178
564	2000.161893
565	1999.465957
566	1998.64319
567	1997.428195
568	1996.951677
569	1996.152658
570	1995.537048
571	1994.919821
572	1994.260479
573	1993.361986
574	1992.459005
575	1991.607135
576	1990.79487
577	1989.938197
578	1988.834214
579	1987.955217
580	1987.167726
581	1986.744642
582	1986.280598
583	1985.433313
584	1984.722512
585	1984.142444
586	1983.172448
587	1982.404793
588	1981.835443
589	1980.801968
590	1980.142303
591	1979.525844
592	1978.859738
593	1978.028657
594	1977.129551
595	1976.602014
596	1975.81398
597	1974.796553
598	1973.928602
599	1973.345202
600	1972.631957
601	1971.650969
602	1971.015596
603	1970.052465
604	1969.355645
605	1968.730703
606	1967.854631
607	1967.310537
608	1966.696625
609	1966.065015
610	1965.497971
611	1965.297787
612	1964.376906
613	1963.905735
614	1963.144549
615	1962.963539
616	1962.216046
617	1961.633114
618	1960.784591
619	1960.224424
620	1959.32855
621	1958.556987
622	1957.927663
623	1957.296453
624	1956.591408
625	1956.028734
626	1955.278288
627	1954.355603
628	1953.552103
629	1952.719965
630	1952.121803
631	1951.225643
632	1950.387072
633	1949.31686
634	1948.515158
635	1947.865857
636	1947.212846
637	1946.647846
638	1945.877055
639	1945.098534
640	1944.572798
641	1944.029497
642	1943.380399
643	1942.78702
644	1941.372442
645	1940.627819
646	1939.856519
647	1939.477219
648	1938.940488
649	1938.584306
650	1938.23259
651	1937.556167
652	1937.046367
653	1936.300178
654	1935.392059
655	1934.561895
656	1934.141217
657	1933.537661
658	1932.760532
659	1932.276053
660	1931.014029
661	1930.133431
662	1929.448871
663	1928.766832
664	1928.309115
665	1927.788867
666	1927.336192
667	1926.59911
668	1926.113928
669	1925.419086
670	1924.652612
671	1923.955408
672	1923.392095
673	1922.749787
674	1922.152004
675	1921.686322
676	1921.412713
677	1920.636872
678	1920.023997
679	1919.575994
680	1919.104043
681	1917.854418
682	1917.482643
683	1916.621989
684	1915.93677
685	1915.298106
686	1914.573599
687	1913.63495
688	1912.956109
689	1912.18304
690	1911.707382
691	1911.024953
692	1910.230466
693	1909.505922
694	1909.013543
695	1908.592726
696	1908.171476
697	1907.481577
698	1906.957409
699	1906.384152
700	1905.762937
701	1904.664796
702	1904.064223
703	1903.168492
704	1902.486085
705	1901.836677
706	1901.200027
707	1900.867094
708	1900.263681
709	1899.226499
710	1898.490247
711	1897.944833
712	1897.370984
713	1897.021312
714	1896.392723
715	1895.503171
716	1894.788788
717	1894.123641
718	1893.297275
719	1892.781854
720	1892.14661
721	1891.412033
722	1890.811503
723	1890.253698
724	1889.653021
725	1889.03323
726	1888.433356
727	1887.869026
728	1887.414245
729	1887.021977
730	1886.3441
731	1885.810743
732	1885.089036
733	1884.668597
734	1884.061954
735	1883.626458
736	1883.152641
737	1882.488977
738	1881.69171
739	1881.286386
740	1880.917051
741	1880.312601
742	1879.800083
743	1879.243462
744	1878.517136
745	1878.141585
746	1877.363935
747	1876.74802
748	1876.167634
749	1875.579192
750	1875.000261
751	1874.230773
752	1873.780059
753	1873.502257
754	1872.82585
755	1872.220507
756	1871.691536
757	1870.705436
758	1870.068531
759	1869.571347
760	1869.249365
761	1868.721851
762	1867.787052
763	1867.31665
764	1866.720157
765	1866.310821
766	1865.360419
767	1864.822572
768	1863.942716
769	1863.364847
770	1862.935936
771	1862.297197
772	1861.687255
773	1860.943387
774	1860.502191
775	1860.014431
776	1859.548969
777	1858.87761
778	1858.233753
779	1857.515926
780	1856.812498
781	1856.214562
782	1855.717522
783	1855.198691
784	1854.687883
785	1854.237946
786	1853.584443
787	1853.196339
788	1852.333614
789	1851.793307
790	1851.064734
791	1850.126259
792	1849.754525
793	1849.067517
794	1848.596813
795	1847.828063
796	1847.326514
797	1846.810882
798	1846.261312
799	1845.676423
800	1845.100366
801	1844.678876
802	1843.848806
803	1843.438943
804	1843.025256
805	1842.674704
806	1842.112701
807	1841.413467
808	1840.889983
809	1840.468657
810	1839.820655
811	1839.331777
812	1838.826447
813	1838.068237
814	1837.512772
815	1836.782188
816	1836.377628
817	1835.992135
818	1835.245803
819	1834.777193
820	1834.32175
821	1833.925954
822	1833.282135
823	1832.498066
824	1831.890633
825	1831.405911
826	1830.842523
827	1830.328999
828	1829.998892
829	1829.667237
830	1828.933156
831	1827.941914
832	1827.569885
833	1827.141098
834	1826.642128
835	1826.211908
836	1825.767106
837	1825.340174
838	1824.67815
839	1824.298508
840	1823.926802
841	1823.556015
842	1823.142177
843	1822.377426
844	1822.00427
845	1821.70056
846	1821.023091
847	1820.671449
848	1820.199334
849	1819.659947
850	1819.307017
851	1818.850253
852	1818.504046
853	1817.905151
854	1817.598511
855	1817.140309
856	1816.61334
857	1816.261109
858	1815.861413
859	1815.411886
860	1814.88805
861	1814.505061
862	1814.025459
863	1813.490826
864	1813.074396
865	1812.592515
866	1812.22022
867	1811.852004
868	1811.228937
869	1810.754318
870	1810.476016
871	1810.029913
872	1809.774077
873	1809.356639
874	1808.901345
875	1808.18405
876	1807.761691
877	1807.343628
878	1806.796303
879	1806.160757
880	1805.697807
881	1805.314473
882	1804.71116
883	1804.165254
884	1803.852787
885	1803.185838
886	1802.848457
887	1802.430222
888	1802.059927
889	1801.726604
890	1801.114285
891	1800.811287
892	1800.345123
893	1800.053882
894	1799.403511
895	1798.722622
896	1798.447591
897	1797.924519
898	1797.339489
899	1796.999016
900	1796.335029
901	1795.823552
902	1795.474745
903	1795.032863
904	1794.463242
905	1794.011914
906	1793.470913
907	1793.043112
908	1792.339396
909	1791.953741
910	1791.458701
911	1790.966952
912	1790.56213
913	1790.019346
914	1789.660412
915	1789.414362
916	1788.857792
917	1788.455604
918	1788.366043
919	1788.10985
920	1787.589791
921	1787.239706
922	1786.836083
923	1785.887847
924	1785.525227
925	1785.139402
926	1784.634963
927	1784.268434
928	1783.861696
929	1783.609845
930	1783.094338
931	1782.619338
932	1782.446943
933	1782.25816
934	1781.841987
935	1781.564533
936	1781.064766
937	1780.687516
938	1780.208236
939	1779.574449
940	1779.11669
941	1778.681601
942	1778.287909
943	1777.894836
944	1777.124476
945	1776.746364
946	1776.24959
947	1775.73068
948	1775.195994
949	1774.584104
950	1774.08958
951	1773.733583
952	1773.348738
953	1772.971625
954	1772.785004
955	1772.490126
956	1772.271412
957	1772.125867
958	1771.65292
959	1771.280602
960	1770.831724
961	1770.503585
962	1770.077657
963	1769.705296
964	1769.181088
965	1768.871916
966	1768.160843
967	1767.673939
968	1767.133863
969	1766.558419
970	1766.346488
971	1766.051707
972	1765.684955
973	1765.040793
974	1764.643169
975	1764.083822
976	1763.634179
977	1763.284525
978	1762.906711
979	1762.424267
980	1762.04112
981	1761.471268
982	1760.970221
983	1760.643214
984	1760.323492
985	1759.789495
986	1759.247364
987	1758.873276
988	1758.40441
989	1758.056743
990	1757.392255
991	1757.126493
992	1756.634671
993	1756.352674
994	1755.976845
995	1755.767752
996	1755.189603
997	1754.780468
998	1754.341111
999	1754.076163
