iter	RMSE
937	1804.25577
938	1803.692725
939	1802.978091
940	1802.666628
941	1802.422292
942	1802.197377
943	1801.970857
944	1801.624942
945	1801.302093
946	1800.85506
947	1800.522761
948	1800.104876
949	1799.898224
950	1799.574876
951	1799.373182
952	1798.748329
953	1798.375287
954	1797.915964
955	1797.570414
956	1797.422004
957	1796.954341
958	1796.656312
959	1796.425875
960	1796.210244
961	1795.94917
962	1794.990515
963	1794.543628
964	1794.292867
965	1793.992283
966	1793.534911
967	1792.963076
968	1792.559087
969	1792.256491
970	1792.065686
971	1791.729234
972	1791.303269
973	1790.732072
974	1790.154429
975	1789.646667
976	1789.285441
977	1788.940655
978	1788.560711
979	1788.194489
980	1787.942405
981	1787.489575
982	1787.251419
983	1786.946877
984	1786.575319
985	1786.299615
986	1785.837902
987	1785.393863
988	1785.018865
989	1784.752528
990	1784.347516
991	1783.927203
992	1783.749305
993	1783.296265
994	1782.685115
995	1782.371583
996	1782.017344
997	1781.728888
998	1781.458931
999	1780.934709
