iter	Passed	Remaining
346	15660	29469
347	15711	29435
348	15750	29380
349	15790	29324
350	15830	29270
351	15873	29222
352	15920	29180
353	15962	29129
354	16005	29080
355	16047	29030
356	16092	28984
357	16140	28945
358	16186	28901
359	16226	28846
360	16267	28794
361	16310	28746
362	16356	28701
363	16398	28653
364	16443	28606
365	16490	28566
366	16540	28528
367	16583	28481
368	16627	28433
369	16668	28380
370	16712	28334
371	16754	28284
372	16804	28247
373	16844	28194
374	16884	28141
375	16929	28095
376	16975	28051
377	17018	28003
378	17059	27952
379	17104	27906
380	17146	27856
381	17192	27814
382	17240	27773
383	17280	27721
384	17321	27669
385	17364	27621
386	17410	27578
387	17459	27539
388	17503	27492
389	17542	27438
390	17582	27385
391	17627	27340
392	17671	27294
393	17712	27243
394	17755	27195
395	17799	27149
396	17839	27096
397	17886	27054
398	17929	27006
399	17971	26956
400	18016	26912
401	18057	26862
402	18103	26817
403	18146	26770
404	18192	26727
405	18234	26678
406	18279	26633
407	18323	26587
408	18364	26537
409	18407	26489
410	18451	26443
411	18497	26398
412	18542	26354
413	18581	26301
414	18626	26256
415	18671	26212
416	18716	26167
417	18764	26126
418	18805	26075
419	18848	26029
420	18887	25975
421	18934	25933
422	18981	25891
423	19025	25846
424	19068	25798
425	19109	25748
426	19151	25700
427	19199	25659
428	19240	25609
429	19282	25560
430	19324	25511
431	19366	25463
432	19415	25424
433	19464	25384
434	19506	25336
435	19546	25285
436	19590	25239
437	19633	25191
438	19671	25138
439	19714	25091
440	19758	25045
441	19798	24994
442	19846	24953
443	19888	24905
444	19933	24860
445	19975	24813
446	20022	24770
447	20065	24724
448	20106	24674
449	20151	24629
450	20195	24583
451	20235	24533
452	20278	24486
453	20320	24438
454	20363	24391
455	20404	24342
456	20450	24299
457	20497	24257
458	20542	24212
459	20581	24161
460	20621	24110
461	20665	24065
462	20715	24026
463	20758	23979
464	20798	23929
465	20840	23881
466	20883	23834
467	20930	23792
468	20976	23749
469	21020	23703
470	21061	23654
471	21096	23599
472	21141	23555
473	21181	23504
474	21222	23456
475	21265	23409
476	21306	23360
477	21352	23318
478	21394	23270
479	21434	23220
480	21477	23173
481	21521	23128
482	21564	23082
483	21605	23034
484	21639	22977
485	21683	22932
486	21728	22888
487	21775	22846
488	21816	22798
489	21860	22753
490	21902	22705
491	21952	22665
492	21994	22618
493	22034	22569
494	22075	22521
495	22108	22464
496	22164	22432
497	22222	22401
498	22270	22360
499	22313	22313
500	22355	22265
501	22397	22218
502	22441	22173
503	22481	22124
504	22526	22080
505	22571	22036
506	22616	21992
507	22662	21948
508	22700	21897
509	22742	21850
510	22781	21800
511	22821	21751
512	22871	21712
513	22912	21664
514	22951	21614
515	22991	21565
516	23031	21516
517	23074	21471
518	23120	21427
519	23163	21381
520	23202	21332
521	23245	21285
522	23283	21235
523	23331	21194
524	23373	21147
525	23412	21097
526	23454	21051
527	23499	21006
528	23546	20965
529	23583	20913
530	23624	20865
531	23665	20818
532	23705	20770
533	23753	20728
534	23794	20680
535	23832	20631
536	23872	20582
537	23913	20535
538	23957	20490
539	24003	20447
540	24043	20399
541	24085	20352
542	24126	20305
543	24168	20259
544	24218	20218
545	24264	20175
546	24310	20133
547	24356	20089
548	24396	20041
549	24442	19998
550	24483	19951
551	24525	19905
552	24569	19859
553	24607	19810
554	24658	19770
555	24692	19718
556	24734	19672
557	24772	19622
558	24815	19577
559	24868	19539
560	24912	19494
561	24952	19446
562	24993	19400
563	25037	19355
564	25082	19311
565	25124	19265
566	25157	19212
567	25199	19166
568	25245	19122
569	25292	19080
570	25319	19022
571	25358	18974
572	25402	18929
573	25442	18882
574	25490	18840
575	25537	18798
576	25579	18752
577	25621	18706
578	25661	18659
579	25692	18604
580	25739	18562
581	25780	18515
582	25820	18468
583	25860	18421
584	25903	18376
585	25952	18334
586	25994	18289
587	26031	18239
588	26071	18192
589	26116	18148
590	26164	18106
591	26205	18060
592	26247	18014
593	26290	17969
594	26334	17925
595	26383	17883
596	26422	17836
597	26462	17789
598	26505	17744
599	26545	17697
600	26593	17655
601	26634	17609
602	26677	17564
603	26718	17517
604	26761	17472
605	26805	17428
606	26849	17383
607	26892	17338
608	26930	17290
609	26972	17244
610	27019	17202
611	27061	17156
612	27103	17111
613	27146	17065
614	27187	17019
615	27234	16977
616	27267	16925
617	27303	16877
618	27343	16830
619	27386	16784
620	27437	16745
621	27481	16701
622	27519	16653
623	27561	16607
624	27603	16562
625	27643	16515
626	27690	16473
627	27737	16430
628	27779	16384
629	27818	16337
630	27857	16290
631	27899	16245
632	27942	16200
633	27986	16156
634	28030	16112
635	28071	16066
636	28112	16020
637	28158	15977
638	28198	15930
639	28238	15884
640	28279	15838
641	28323	15793
642	28371	15752
643	28412	15706
644	28453	15660
645	28498	15616
646	28552	15578
647	28599	15535
648	28644	15491
649	28687	15447
650	28727	15400
651	28770	15356
652	28813	15311
653	28853	15265
654	28894	15219
655	28935	15173
656	28977	15128
657	29027	15087
658	29070	15042
659	29110	14996
660	29153	14951
661	29208	14913
662	29256	14870
663	29296	14824
664	29338	14779
665	29378	14733
666	29411	14683
667	29459	14641
668	29498	14594
669	29541	14550
670	29583	14505
671	29617	14456
672	29658	14410
673	29702	14366
674	29744	14321
675	29787	14276
676	29828	14231
677	29868	14185
678	29910	14140
679	29955	14096
680	29998	14051
681	30035	14004
682	30076	13959
683	30121	13915
684	30164	13871
685	30204	13825
686	30248	13781
687	30288	13735
688	30331	13690
689	30376	13647
690	30421	13603
691	30460	13557
692	30499	13511
693	30545	13468
694	30593	13426
695	30636	13381
696	30675	13335
697	30718	13290
698	30760	13246
699	30805	13202
700	30844	13156
701	30880	13109
702	30920	13063
703	30959	13017
704	31005	12973
705	31051	12930
706	31090	12884
707	31133	12840
708	31171	12794
709	31213	12749
710	31258	12705
711	31300	12660
712	31338	12614
713	31379	12569
714	31421	12524
715	31467	12481
716	31510	12437
717	31554	12393
718	31593	12347
719	31634	12302
720	31677	12258
721	31718	12212
722	31760	12168
723	31800	12122
724	31840	12077
725	31888	12035
726	31930	11990
727	31971	11945
728	32013	11900
729	32060	11857
730	32105	11814
731	32144	11768
732	32188	11724
733	32220	11676
734	32261	11631
735	32305	11587
736	32350	11544
737	32389	11498
738	32431	11454
739	32471	11409
740	32515	11364
741	32565	11323
742	32606	11278
743	32648	11233
744	32689	11188
745	32733	11145
746	32776	11101
747	32814	11055
748	32857	11010
749	32894	10964
750	32933	10919
751	32976	10875
752	33024	10832
753	33073	10790
754	33114	10745
755	33153	10700
756	33195	10656
757	33241	10612
758	33281	10567
759	33320	10522
760	33361	10477
761	33401	10432
762	33447	10389
763	33489	10345
764	33529	10299
765	33570	10255
766	33614	10211
767	33664	10169
768	33706	10125
769	33746	10080
770	33787	10035
771	33826	9990
772	33870	9946
773	33907	9900
774	33948	9856
775	33988	9811
776	34027	9765
777	34118	9735
778	34158	9690
779	34202	9646
780	34243	9602
781	34290	9559
782	34332	9514
783	34372	9469
784	34413	9425
785	34456	9381
786	34501	9337
787	34541	9293
788	34584	9248
789	34624	9204
790	34668	9160
791	34716	9117
792	34757	9072
793	34797	9028
794	34835	8982
795	34870	8936
796	34917	8893
797	34958	8849
798	35000	8804
799	35040	8760
800	35082	8715
801	35131	8673
802	35172	8628
803	35209	8583
804	35245	8537
805	35287	8493
806	35330	8449
807	35372	8405
808	35415	8361
809	35456	8316
810	35499	8272
811	35545	8229
812	35588	8185
813	35630	8141
814	35669	8096
815	35711	8052
816	35756	8009
817	35797	7964
818	35836	7919
819	35871	7874
820	35910	7829
821	35960	7787
822	36000	7742
823	36044	7698
824	36095	7656
825	36153	7615
826	36206	7574
827	36245	7529
828	36285	7484
829	36325	7440
830	36367	7396
831	36412	7352
832	36452	7307
833	36493	7263
834	36534	7219
835	36578	7175
836	36625	7132
837	36669	7088
838	36711	7044
839	36750	7000
840	36792	6956
841	36835	6912
842	36874	6867
843	36912	6822
844	36955	6778
845	36994	6734
846	37039	6690
847	37083	6647
848	37123	6602
849	37170	6559
850	37209	6514
851	37252	6471
852	37298	6427
853	37338	6383
854	37376	6338
855	37416	6294
856	37460	6250
857	37500	6206
858	37538	6161
859	37577	6117
860	37617	6073
861	37663	6029
862	37704	5985
863	37747	5941
864	37786	5897
865	37826	5853
866	37876	5810
867	37916	5766
868	37957	5721
869	37999	5678
870	38043	5634
871	38086	5590
872	38120	5545
873	38167	5502
874	38206	5458
875	38246	5413
876	38292	5370
877	38331	5326
878	38371	5282
879	38412	5238
880	38452	5193
881	38499	5150
882	38539	5106
883	38580	5062
884	38622	5018
885	38667	4975
886	38715	4932
887	38757	4888
888	38795	4843
889	38832	4799
890	38883	4756
891	38928	4713
892	38970	4669
893	39009	4625
894	39052	4581
895	39093	4537
896	39135	4493
897	39184	4450
898	39226	4406
899	39265	4362
900	39310	4319
901	39354	4275
902	39393	4231
903	39431	4187
904	39469	4143
905	39499	4098
906	39545	4054
907	39591	4011
908	39636	3968
909	39675	3923
910	39715	3880
911	39756	3836
912	39801	3792
913	39844	3749
914	39883	3705
915	39924	3661
916	39960	3616
917	40004	3573
918	40049	3529
919	40089	3486
920	40131	3442
921	40167	3398
922	40214	3354
923	40261	3311
924	40303	3267
925	40337	3223
926	40374	3179
927	40414	3135
928	40460	3092
929	40503	3048
930	40543	3004
931	40586	2961
932	40628	2917
933	40669	2873
934	40717	2830
935	40761	2787
936	40804	2743
937	40847	2699
938	40885	2656
939	40930	2612
940	40970	2568
941	41011	2525
942	41052	2481
943	41092	2437
944	41137	2394
945	41178	2350
946	41226	2307
947	41258	2263
948	41302	2219
949	41350	2176
950	41393	2132
951	41429	2088
952	41468	2045
953	41510	2001
954	41556	1958
955	41606	1914
956	41647	1871
957	41689	1827
958	41735	1784
959	41780	1740
960	41819	1697
961	41858	1653
962	41900	1609
963	41943	1566
964	41989	1522
965	42035	1479
966	42078	1435
967	42118	1392
968	42159	1348
969	42204	1305
970	42247	1261
971	42288	1218
972	42333	1174
973	42373	1131
974	42419	1087
975	42462	1044
976	42501	1000
977	42543	957
978	42588	913
979	42633	870
980	42674	826
981	42717	783
982	42758	739
983	42800	695
984	42845	652
985	42884	608
986	42928	565
987	42970	521
988	43012	478
989	43059	434
990	43099	391
991	43139	347
992	43176	304
993	43220	260
994	43274	217
995	43311	173
996	43350	130
997	43390	86
998	43430	43
999	43479	0
